http://ieeexplore.ieee.org/search/searchresult.jsp?bulkSetSize=2000&sortType%3Ddesc_p_Publication_Year%26queryText%3DHigh+Performance+Computing%2C+Networking%2C+Storage+And+Analysis+.LB.SC.RB.,4/24/17 16:45,,,,,,,,,,,,,,,,,,,,,,,,,,,
Document Title,Authors,Author Affiliations,Publication Title,Date Added To Xplore,Year,Volume,Issue,Start Page,End Page,Abstract,ISSN,ISBNs,DOI,PDF Link,Author Keywords,IEEE Terms,INSPEC Controlled Terms,INSPEC Non-Controlled Terms,MeSH Terms,Article Citation Count,Patent Citation Count,Reference Count,Copyright Year,Online Date,Issue Date,Meeting Date,Publisher,Document Identifier
High Performance Emulation of Quantum Circuits,T. HÃ_ner; D. S. Steiger; M. Smelyanskiy; M. Troyer,"Inst. for Theor. Phys., ETH Zurich, Zurich, Switzerland","SC '16: Proceedings of the International Conference for High Performance Computing, Networking, Storage and Analysis",20170316,2016,,,866,874,"As quantum computers of non-trivial size become available in the near future, it is imperative to develop tools to emulate small quantum computers. This allows for validation and debugging of algorithms as well as exploring hardware-software co-design to guide the development of quantum hardware and architectures. The simulation of quantum computers entails multiplications of sparse matrices with very large dense vectors of dimension 2n, where n denotes the number of qubits, making this a memory-bound and network bandwidth-limited application. We introduce the concept of a quantum computer emulator as a component of a software framework for quantum computing, enabling a significant performance advantage over simulators by emulating quantum algorithms at a high level rather than simulating individual gate operations. We describe various optimization approaches and present benchmarking results, establishing the superiority of quantum computer emulators in terms of performance.",,Electronic:978-1-4673-8815-3; POD:978-1-4673-8816-0,10.1109/SC.2016.73,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7877152,,Computational modeling;Computers;Emulation;Logic gates;Optimization;Quantum computing;Sparse matrices,computer debugging;hardware-software codesign;parallel processing;quantum computing,debugging;hardware-software codesign;high performance emulation;network bandwidth-limited application;quantum algorithms;quantum circuits;quantum computer emulators;quantum computing;quantum hardware;software framework;sparse matrices,,,,,,,13-18 Nov. 2016,,IEEE,IEEE Conference Publications
GreenLA: Green Linear Algebra Software for GPU-accelerated Heterogeneous Computing,J. Chen; L. Tan; P. Wu; D. Tao; H. Li; X. Liang; S. Li; R. Ge; L. Bhuyan; Z. Chen,,"SC '16: Proceedings of the International Conference for High Performance Computing, Networking, Storage and Analysis",20170316,2016,,,667,677,"While many linear algebra libraries have been developed to optimize their performance, no linear algebra library considers their energy efficiency at the library design time. In this paper, we present GreenLA - an energy efficient linear algebra software package that leverages linear algebra algorithmic characteristics to maximize energy savings with negligible overhead. GreenLA is (1) energy efficient: it saves up to several times more energy than the best existing energy saving approaches that do not modify library source codes; (2) high performance: its performance is comparable to the highly optimized linear algebra library MAGMA; and (3) transparent to applications: with the same programming interface, existing MAGMA users do not need to modify their source codes to benefit from GreenLA. Experimental results demonstrate that GreenLA is able to save up to three times more energy than the best existing energy saving approaches while delivering similar performance compared to the state-of-the-art linear algebra library MAGMA.",,Electronic:978-1-4673-8815-3; POD:978-1-4673-8816-0,10.1109/SC.2016.56,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7877135,CPU;DVFS;GPU;algorithmic slack prediction;critical path;dense matrix factorizations;energy;performance,Central Processing Unit;Graphics processing units;Libraries;Linear algebra;Prediction algorithms;Software algorithms;Software packages,green computing;linear algebra;mathematics computing;power aware computing;software libraries;software packages,GPU-accelerated heterogeneous computing;energy efficient linear algebra software package;green linear algebra software;greenLA;linear algebra library MAGMA,,,,,,,13-18 Nov. 2016,,IEEE,IEEE Conference Publications
10M-Core Scalable Fully-Implicit Solver for Nonhydrostatic Atmospheric Dynamics,C. Yang; W. Xue; H. Fu; H. You; X. Wang; Y. Ao; F. Liu; L. Gan; P. Xu; L. Wang; G. Yang; W. Zheng,"State Key Lab. of Comput. Sci., Inst. of Software, Beijing, China","SC '16: Proceedings of the International Conference for High Performance Computing, Networking, Storage and Analysis",20170316,2016,,,57,68,"An ultra-scalable fully-implicit solver is developed for stiff time-dependent problems arising from the hyperbolic conservation laws in nonhydrostatic atmospheric dynamics. In the solver, we propose a highly efficient hybrid domain-decomposed multigrid preconditioner that can greatly accelerate the convergence rate at the extreme scale. For solving the overlapped subdomain problems, a geometry-based pipelined incomplete LU factorization method is designed to further exploit the on-chip fine-grained concurrency. We perform systematic optimizations on different hardware levels to achieve best utilization of the heterogeneous computing units and substantial reduction of data movement cost. The fully-implicit solver successfully scales to the entire system of the Sunway TaihuLight supercomputer with over 10.5M heterogeneous cores, sustaining an aggregate performance of 7.95 PFLOPS in double-precision, and enables fast and accurate atmospheric simulations at the 488-m horizontal resolution (over 770 billion unknowns) with 0.07 simulated-years-per-day. This is, to our knowledge, the largest fully-implicit simulation to date.",,Electronic:978-1-4673-8815-3; POD:978-1-4673-8816-0,10.1109/SC.2016.5,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7877004,Sunway TaihuLight supercomputer;atmospheric modeling;fully implicit solver;heterogeneous many-core architecture,Atmospheric modeling;Computational modeling;Earth;Mathematical model;Predictive models;Supercomputers,atmospheric movements;atmospheric techniques;geophysics computing,10M-core scalable fully-implicit solver;Sunway TaihuLight supercomputer;data movement cost;heterogeneous computing units;hybrid domain-decomposed multigrid preconditioner;hyperbolic conservation law;nonhydrostatic atmospheric dynamics;on-chip fine-grained concurrency;ultrascalable fully-implicit solver,,,,,,,13-18 Nov. 2016,,IEEE,IEEE Conference Publications
Refactoring and Optimizing the Community Atmosphere Model (CAM) on the Sunway TaihuLight Supercomputer,H. Fu; J. Liao; W. Xue; L. Wang; D. Chen; L. Gu; J. Xu; N. Ding; X. Wang; C. He; S. Xu; Y. Liang; J. Fang; Y. Xu; W. Zheng; J. Xu; Z. Zheng; W. Wei; X. Ji; H. Zhang; B. Chen; K. Li; X. Huang; W. Chen; G. Yang,"Nat. Res. Center of Parallel Comput. Eng. & Technol, Beijing, China","SC '16: Proceedings of the International Conference for High Performance Computing, Networking, Storage and Analysis",20170316,2016,,,969,980,"This paper reports our efforts on refactoring and optimizing the Community Atmosphere Model (CAM) on the Sunway TaihuLight supercomputer, which uses a many-core processor that consists of management processing elements (MPEs) and clusters of computing processing elements (CPEs). To map the large code base of CAM to the millions of cores on the Sunway system, we take OpenACC-based refactoring as the major approach, and apply source-to-source translator tools to exploit the most suitable parallelism for the CPE cluster, and to fit the intermediate variable into the limited on-chip fast buffer. For individual kernels, when comparing the original ported version using only MPEs and the refactored version using both the MPE and CPE clusters, we achieve up to 22Ã— speedup for the compute-intensive kernels. For the 25km resolution CAM global model, we manage to scale to 24,000 MPEs, and 1,536,000 CPEs, and achieve a simulation speed of 2.81 model years per day.",,Electronic:978-1-4673-8815-3; POD:978-1-4673-8816-0,10.1109/SC.2016.82,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7877161,OpenACC;atmospheric modeling;many-core;optimization;tool,Atmospheric modeling;Computational modeling;Computer architecture;Graphics processing units;Meteorology;Supercomputers,multiprocessing systems;program interpreters;software maintenance,CAM;CAM global model;CPE;MPE;OpenACC-based refactoring;Sunway TaihuLight supercomputer;community atmosphere model;computing processing elements;management processing elements;many-core processor;source-to-source translator tools,,,,,,,13-18 Nov. 2016,,IEEE,IEEE Conference Publications
Extreme Scale Plasma Turbulence Simulations on Top Supercomputers Worldwide,W. Tang; B. Wang; S. Ethier; G. Kwasniewski; T. Hoefler; K. Z. Ibrahim; K. Madduri; S. Williams; L. Oliker; C. Rosales-Fernandez; T. Williams,"Princeton Inst. for Comput. Sci. & Eng., Princeton Univ., Princeton, NJ, USA","SC '16: Proceedings of the International Conference for High Performance Computing, Networking, Storage and Analysis",20170316,2016,,,502,513,"The goal of the extreme scale plasma turbulence studies described in this paper is to expedite the delivery of reliable predictions on confinement physics in large magnetic fusion systems by using world-class supercomputers to carry out simulations with unprecedented resolution and temporal duration. This has involved architecture-dependent optimizations of performance scaling and addressing code portability and energy issues, with the metrics for multi-platform comparisons being â€œtime-to-solutionâ€ù and â€œenergy-to-solutionâ€ù. Realistic results addressing how confinement losses caused by plasma turbulence scale from present-day devices to the much larger $25 billion international ITER fusion facility have been enabled by innovative advances in the GTC-P code including (i) implementation of one-sided communication from MPI 3.0 standard; (ii) creative optimization techniques on Xeon Phi processors; and (iii) development of a novel performance model for the key kernels of the PIC code. Results show that modeling data movement is sufficient to predict performance on modern supercomputer platforms.",,Electronic:978-1-4673-8815-3; POD:978-1-4673-8816-0,10.1109/SC.2016.42,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7877121,,Computational modeling;Computer architecture;Interpolation;Ions;Supercomputers;Tokamaks,Tokamak devices;application program interfaces;message passing;multiprocessing systems;optimisation;parallel machines;performance evaluation;physics computing;plasma simulation;plasma toroidal confinement;plasma turbulence;power aware computing;software portability,GTC-P code;MPI 3.0 standard;PIC code;Xeon Phi processors;architecture-dependent optimizations;code portability;confinement losses;confinement physics;data movement modeling;energy issues;energy-to-solution metrics;extreme scale plasma turbulence simulation;international ITER fusion facility;large magnetic fusion systems;multiplatform comparisons;one-sided communication;performance prediction;performance scaling;supercomputers;temporal duration;time-to-solution metrics;unprecedented resolution,,,,,,,13-18 Nov. 2016,,IEEE,IEEE Conference Publications
SERF: Efficient Scheduling for Fast Deep Neural Network Serving via Judicious Parallelism,F. Yan; O. Ruwase; Y. He; E. Smirni,"Univ. of Nevada, Reno, Reno, NV, USA","SC '16: Proceedings of the International Conference for High Performance Computing, Networking, Storage and Analysis",20170316,2016,,,300,311,"Deep neural networks (DNNs) has enabled a variety of artificial intelligence applications. These applications are backed by large DNN models running in serving mode on a cloud computing infrastructure. Given the compute-intensive nature of large DNN models, a key challenge for DNN serving systems is to minimize the request response latencies. This paper characterizes the behavior of different parallelism techniques for supporting scalable and responsive serving systems for large DNNs. We identify and model two important properties of DNN workloads: homogeneous request service demand, and interference among requests running concurrently due to cache/memory contention. These properties motivate the design of SERF, a dynamic scheduling framework that is powered by an interference-aware queueing-based analytical model. We evaluate SERF in the context of an image classification service using several well known benchmarks. The results demonstrate its accurate latency prediction and its ability to adapt to changing load conditions.",,Electronic:978-1-4673-8815-3; POD:978-1-4673-8816-0,10.1109/SC.2016.25,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7877104,,Analytical models;Computational modeling;Hardware;Load modeling;Neural networks;Neurons;Parallel processing,cache storage;cloud computing;dynamic scheduling;neural nets;parallel processing;queueing theory,DNN models;DNN workloads;SERF;cache contention;cloud computing;deep neural network;dynamic scheduling framework;homogeneous request service demand;image classification service;interference-aware queueing-based analytical model;judicious parallelism;memory contention;request response latency minimization;responsive serving systems;scalable serving systems,,,,,,,13-18 Nov. 2016,,IEEE,IEEE Conference Publications
ZNNi: Maximizing the Inference Throughput of 3D Convolutional Networks on CPUs and GPUs,A. Zlateski; K. Lee; H. S. Seung,"Electr. Eng. & Comput. Sci. Dept., Massachusetts Inst. of Technol. Cambridge, Cambridge, MA, USA","SC '16: Proceedings of the International Conference for High Performance Computing, Networking, Storage and Analysis",20170316,2016,,,854,865,"Sliding window convolutional networks (ConvNets) have become a popular approach to computer vision problems such as image segmentation and object detection and localization. Here we consider the parallelization of inference, i.e., the application of a previously trained ConvNet, with emphasis on 3D images. Our goal is to maximize throughput, defined as the number of output voxels computed per unit time. We propose CPU and GPU primitives for convolutional and pooling layers, which are combined to create CPU, GPU, and CPU-GPU inference algorithms. The primitives include convolution based on highly efficient padded and pruned FFTs. Our theoretical analyses and empirical tests reveal a number of interesting findings. For example, adding host RAM can be a more efficient way of increasing throughput than adding another GPU or more CPUs. Furthermore, our CPU-GPU algorithm can achieve greater throughput than the sum of CPU-only and GPU-only throughputs.",,Electronic:978-1-4673-8815-3; POD:978-1-4673-8816-0,10.1109/SC.2016.72,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7877151,,Convolution;Graphics processing units;Kernel;Random access memory;Three-dimensional displays;Throughput,computer vision;fast Fourier transforms;feedforward neural nets;graphics processing units;parallel processing,3D convolutional networks;3D images;CPU-GPU inference algorithms;ConvNets;ZNNi;computer vision problems;convolutional layers;inference parallelization;inference throughput maximization;padded FFT;pooling layers;pruned FFT;sliding window convolutional networks,,,,,,,13-18 Nov. 2016,,IEEE,IEEE Conference Publications
A Data Driven Scheduling Approach for Power Management on HPC Systems,S. Wallace; X. Yang; V. Vishwanath; W. E. Allcock; S. Coghlan; M. E. Papka; Z. Lan,"Illinois Inst. of Technol., Chicago, IL, USA","SC '16: Proceedings of the International Conference for High Performance Computing, Networking, Storage and Analysis",20170316,2016,,,656,666,"Modern schedulers running on HPC systems traditionally consider the number of resources and the time requested for each job that is to be executed when making scheduling decisions. Until recently this has been sufficient, however as systems get larger, other metrics like power consumption become necessary to ensure system stability. In this paper, we propose a data driven scheduling approach for controlling the power consumption of the entire system under any user defined budget. Here, â€œdata drivenâ€ù means that our approach actively observes, analyzes, and assesses power behaviors of the system and user jobs to guide scheduling decisions for power management. This design is based on the key observation that HPC jobs have distinct power profiles. Our work contains an empirical analysis of workload power characteristics on a production system, dynamic learner to estimate the job power profile for scheduling, and an online power-aware scheduler for managing the overall system power. Using real workload traces, we demonstrate that our design effectively controls system power consumption while minimizing the impact on system utilization.",,Electronic:978-1-4673-8815-3; POD:978-1-4673-8816-0,10.1109/SC.2016.55,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7877134,,Control systems;Dynamic scheduling;Job shop scheduling;Monitoring;Power demand;Resource management,parallel processing;power aware computing;power consumption;processor scheduling,HPC jobs;HPC systems;data driven scheduling;dynamic learner;high performance computing;job power profile;online power-aware scheduler;power behaviors;power consumption;power management;production system;scheduling decisions;system stability;system utilization;user defined budget;user job scheduling;workload power characteristics;workload traces,,,,,,,13-18 Nov. 2016,,IEEE,IEEE Conference Publications
A Highly Effective Global Surface Wave Numerical Simulation with Ultra-High Resolution,F. Qiao; W. Zhao; X. Yin; X. Huang; X. Liu; Q. Shu; G. Wang; Z. Song; X. Li; H. Liu; G. Yang; Y. Yuan,"First Inst. of Oceanogr., State Oceanic Adm., Qingdao, China","SC '16: Proceedings of the International Conference for High Performance Computing, Networking, Storage and Analysis",20170316,2016,,,46,56,"Surface wave is the most energetic form of motions in the ocean and is crucially important to navigation safety and climate change. High-resolution global wave model plays a key role in accurate surface wave forecasting. However, operational forecasting systems are still not in high-resolution due to entailed high demand for large computation, as well as low parallel efficiency barrier. Here breakthroughs encompassing the design and application of irregular quasi-rectangular domain decomposition, master-slave cooperative computing workflow and pipelining scheme were applied to a global wave model, which has been used in several operational forecasting systems and earth system models. Our realistic surface wave simulations on Sunway TaihuLight Supercomputer demonstrated that our model had outstanding scalability and achieved 45.43 PFlops in ultra-high resolution of (1/100)Â°, using full-scale supercomputer with 10,649,600 cores. That provides a highly effective solution for accurate surface wave forecasting and climate change prediction.",,Electronic:978-1-4673-8815-3; POD:978-1-4673-8816-0,10.1109/SC.2016.4,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7877003,,Atmospheric modeling;Computational modeling;Forecasting;Predictive models;Sea surface;Surface waves,geophysical image processing;geophysics computing;image resolution;marine navigation;numerical analysis;ocean waves;parallel processing;pipeline processing;surface waves (fluid),Sunway TaihuLight Supercomputer;climate change prediction;earth system models;full-scale supercomputer;highly effective global surface wave numerical simulation;irregular quasi-rectangular domain decomposition application;master-slave cooperative computing workflow;navigation safety;operational forecasting system;pipelining scheme;surface wave forecasting;ultra-high resolution,,,,,,,13-18 Nov. 2016,,IEEE,IEEE Conference Publications
High-Frequency Nonlinear Earthquake Simulations on Petascale Heterogeneous Supercomputers,D. Roten; Y. Cui; K. B. Olsen; S. M. Day; K. Withers; W. H. Savran; P. Wang; D. Mu,"San Diego State Univ., San Diego, CA, USA","SC '16: Proceedings of the International Conference for High Performance Computing, Networking, Storage and Analysis",20170316,2016,,,957,968,"The omission of nonlinear effects in large-scale 3D ground motion estimation, which are particularly challenging due to memory and scalability issues, can result in costly misguidance for structural design in earthquake-prone regions. We have implemented nonlinearity using a Drucker-Prager yield condition in AWP-ODC and further optimized the CUDA kernels to more efficiently utilize the GPU's memory bandwidth. The application has resulted in a significant increase in the model region and accuracy for state-of-the-art earthquake simulations in a realistic earth structure, which are now able to resolve the wavefield at frequencies relevant for the most vulnerable buildings (> 1 Hz) while maintaining the scalability and efficiency of the method. We successfully run the code on 4,200 Kepler K20X GPUs on NCSA Blue Waters and OLCF Titan to simulate a M 7.7 earthquake on the southern San Andreas fault with a spatial resolution of 25 m for frequencies up to 4 Hz.",,Electronic:978-1-4673-8815-3; POD:978-1-4673-8816-0,10.1109/SC.2016.81,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7877160,GPU;SCEC;earthquake ground motion;fault zone plasticity;nonlinear soil behavior,Computational modeling;Earthquakes;Graphics processing units;Hazards;Mathematical model;Propagation;Stress,earthquakes;faulting;graphics processing units;seismic waves,AWP-ODC;CUDA kernel;Drucker-Prager yield condition;GPU memory bandwidth;NCSA blue water;OLCF Titan;earthquake-prone region;high-frequency nonlinear earthquake simulation;large-scale 3D ground motion estimation;nonlinear effect omission;petascale heterogeneous supercomputer;realistic earth structure;scalability;southern San Andreas;state-of-the-art earthquake simulation,,,,,,,13-18 Nov. 2016,,IEEE,IEEE Conference Publications
Author index,,,"SC '16: Proceedings of the International Conference for High Performance Computing, Networking, Storage and Analysis",20170316,2016,,,1026,1032,Presents an index of the authors whose articles are published in the conference proceedings record.,,Electronic:978-1-4673-8815-3; POD:978-1-4673-8816-0,10.1109/SC.2016.87,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7877166,,,,,,,,,,,13-18 Nov. 2016,,IEEE,IEEE Conference Publications
